shipment_id,vaccine_type,transport_mode,route,temperature_avg_c,temperature_max_c,temperature_min_c,humidity_pct,vibration_g,door_open_count,transit_duration_hrs,power_outage_mins,temp_excursion,temp_excursion_duration_mins,cold_chain_failure
SHP-01436,COVID-19-mRNA,Road,Chennai-Kolkata,6.1,6.88,6.01,75.26,0.77,10,13.44,1.48,0,0.0,0
SHP-01437,Polio,Road,Delhi-Mumbai,3.61,5.15,3.06,56.76,0.3181,3,25.12,2.25,0,0.0,0
SHP-01438,Influenza,Air,Bengaluru-Pune,3.85,4.12,2.75,64.92,0.2962,4,13.24,7.09,0,0.0,0
SHP-01439,COVID-19-mRNA,Air,Chennai-Kolkata,5.21,5.32,4.86,51.76,0.0009,4,60.05,0.43,0,0.0,0
SHP-01440,Hepatitis-B,Road,Chennai-Kolkata,9.27,10.31,9.23,45.92,0.8515,2,39.62,8.72,1,12.55,1
SHP-01441,Rotavirus,Road,Chennai-Kolkata,6.22,7.18,5.92,62.18,0.3395,3,22.29,6.37,0,0.0,0
SHP-01442,COVID-19-mRNA,Air,Bengaluru-Pune,3.78,4.03,2.61,54.11,0.2898,3,7.19,3.99,0,0.0,0
SHP-01443,Hepatitis-B,Road,Lucknow-Ahmedabad,4.01,4.19,3.1,63.32,0.7165,1,40.58,1.18,0,0.0,0
SHP-01444,Polio,Air,Jaipur-Hyderabad,2.69,3.77,2.41,58.53,0.0325,3,55.64,0.49,0,0.0,0
SHP-01445,Rotavirus,Road,Lucknow-Ahmedabad,1.63,2.91,0.17,47.07,0.2284,5,56.59,1.32,1,100.56,0
SHP-01446,COVID-19-mRNA,Road,Delhi-Mumbai,2.62,5.16,1.91,65.74,0.4287,2,20.15,7.17,1,62.86,0
SHP-01447,Hepatitis-B,Sea,Jaipur-Hyderabad,2.07,5.14,1.77,46.29,0.3086,1,71.67,13.55,1,115.37,0
SHP-01448,Influenza,Road,Delhi-Mumbai,5.63,7.82,3.29,61.25,0.1002,4,43.54,6.69,0,0.0,0
SHP-01449,Rotavirus,Air,Bengaluru-Pune,1.32,1.39,0.85,67.82,0.1778,3,27.91,3.75,1,15.89,0
SHP-01450,Hepatitis-B,Road,Lucknow-Ahmedabad,7.33,8.84,6.83,51.15,0.1785,3,31.93,15.05,1,102.96,0
SHP-01451,Polio,Rail,Chennai-Kolkata,5.88,6.43,5.08,66.56,2.4123,0,14.21,8.82,0,0.0,0
SHP-01452,Hepatitis-B,Sea,Jaipur-Hyderabad,4.05,4.57,3.48,58.98,0.1974,2,38.56,5.33,0,0.0,0
SHP-01453,Rotavirus,Road,Chennai-Kolkata,4.0,4.83,2.44,63.52,0.1148,0,55.72,0.19,0,0.0,0
SHP-01454,Hepatitis-B,Road,Delhi-Mumbai,2.61,3.82,1.23,46.63,0.8648,1,33.02,1.7,1,100.77,0
SHP-01455,COVID-19-mRNA,Sea,Chennai-Kolkata,4.68,5.17,3.57,57.14,0.2734,2,63.21,1.84,0,0.0,0
SHP-01456,Rotavirus,Air,Chennai-Kolkata,6.72,8.27,4.27,40.92,0.2934,3,37.47,2.13,1,70.62,0
SHP-01457,Hepatitis-B,Road,Bengaluru-Pune,2.24,3.87,1.75,72.11,0.398,7,65.44,2.47,1,57.36,0
SHP-01458,Hepatitis-B,Road,Bengaluru-Pune,0.17,0.17,-1.97,34.86,0.4528,1,52.41,14.01,1,47.43,0
SHP-01459,COVID-19-mRNA,Air,Lucknow-Ahmedabad,5.76,7.01,4.39,51.45,0.4465,3,9.63,6.77,0,0.0,0
SHP-01460,Hepatitis-B,Road,Delhi-Mumbai,4.81,6.3,3.79,45.68,0.0176,5,10.42,5.89,0,0.0,0
SHP-01461,Polio,Road,Bengaluru-Pune,1.2,1.89,0.7,61.75,0.8542,1,58.81,2.78,1,39.49,0
SHP-01462,Hepatitis-B,Road,Bengaluru-Pune,2.17,2.76,1.33,74.24,0.1084,3,29.55,2.06,1,60.01,0
SHP-01463,COVID-19-mRNA,Sea,Lucknow-Ahmedabad,1.85,3.2,0.88,61.55,0.1729,3,18.49,0.64,1,64.21,0
SHP-01464,Hepatitis-B,Road,Jaipur-Hyderabad,2.19,3.19,1.69,84.61,0.0952,1,63.11,3.02,1,89.19,0
SHP-01465,Rotavirus,Rail,Lucknow-Ahmedabad,3.19,5.82,1.88,41.22,0.7285,0,70.9,1.15,1,67.09,0
SHP-01466,COVID-19-mRNA,Air,Chennai-Kolkata,3.33,3.46,3.28,41.99,0.4381,3,59.38,2.48,0,0.0,0
SHP-01467,Rotavirus,Road,Chennai-Kolkata,2.37,4.68,2.15,46.07,0.7039,1,53.86,0.85,0,0.0,0
SHP-01468,Polio,Air,Bengaluru-Pune,2.1,3.9,1.63,56.21,0.5298,2,6.06,2.11,1,89.05,0
SHP-01469,Rotavirus,Sea,Bengaluru-Pune,3.43,3.49,3.15,44.73,0.055,5,12.99,0.22,0,0.0,0
SHP-01470,Influenza,Rail,Lucknow-Ahmedabad,4.42,4.63,4.09,47.48,0.1794,3,50.28,0.03,0,0.0,0
SHP-01471,Hepatitis-B,Road,Lucknow-Ahmedabad,3.21,6.16,2.3,61.2,0.3539,2,33.03,10.2,0,0.0,0
SHP-01472,Influenza,Rail,Delhi-Mumbai,6.9,8.45,6.5,42.61,0.1819,6,7.29,5.13,1,94.2,0
SHP-01473,Rotavirus,Road,Chennai-Kolkata,5.27,5.33,5.0,43.67,0.1162,2,54.9,4.43,0,0.0,0
SHP-01474,Polio,Sea,Lucknow-Ahmedabad,0.02,1.61,-0.68,51.01,1.0194,2,33.64,3.61,1,67.41,1
SHP-01475,Polio,Road,Jaipur-Hyderabad,5.31,6.05,4.52,51.96,0.6887,4,49.48,6.49,0,0.0,0
SHP-01476,Hepatitis-B,Sea,Delhi-Mumbai,5.51,8.04,4.74,65.1,0.2117,2,36.91,6.66,1,105.52,0
SHP-01477,Influenza,Road,Lucknow-Ahmedabad,2.91,4.62,2.46,45.99,0.7241,6,7.75,13.69,0,0.0,0
SHP-01478,Influenza,Air,Bengaluru-Pune,0.26,1.14,0.19,47.8,0.4938,5,47.97,1.4,1,52.15,0
SHP-01479,Influenza,Road,Lucknow-Ahmedabad,4.02,4.61,2.65,60.82,0.0019,4,58.01,7.69,0,0.0,0
SHP-01480,Polio,Air,Bengaluru-Pune,3.98,4.02,3.79,63.01,0.2392,2,16.29,23.64,0,0.0,0
SHP-01481,Influenza,Road,Bengaluru-Pune,1.2,1.98,0.67,69.29,0.1716,4,64.81,0.15,1,58.25,0
SHP-01482,COVID-19-mRNA,Road,Chennai-Kolkata,0.37,2.11,0.07,59.69,0.1229,1,17.98,2.34,1,97.05,0
SHP-01483,Hepatitis-B,Road,Chennai-Kolkata,3.78,6.27,3.7,56.3,0.1449,4,33.91,2.86,0,0.0,0
SHP-01484,COVID-19-mRNA,Air,Lucknow-Ahmedabad,3.42,6.3,3.37,60.75,1.4268,3,40.79,8.63,0,0.0,0
SHP-01485,Polio,Air,Lucknow-Ahmedabad,2.96,3.03,2.66,52.33,0.3331,4,26.72,0.07,0,0.0,0
SHP-01486,Polio,Road,Jaipur-Hyderabad,3.79,7.43,3.5,52.25,0.941,6,39.03,4.56,0,0.0,0
SHP-01487,Polio,Sea,Delhi-Mumbai,1.24,1.84,-0.1,37.26,0.1205,6,53.41,11.15,1,41.61,1
SHP-01488,Hepatitis-B,Road,Delhi-Mumbai,2.91,3.51,2.54,63.93,0.0958,4,53.15,0.8,0,0.0,0
SHP-01489,Polio,Road,Lucknow-Ahmedabad,5.33,7.48,3.63,57.11,1.0982,2,66.87,0.61,0,0.0,0
SHP-01490,Polio,Road,Chennai-Kolkata,3.13,3.81,0.38,62.77,0.3423,1,62.9,42.26,1,64.89,0
SHP-01491,COVID-19-mRNA,Road,Jaipur-Hyderabad,-0.18,1.89,-0.51,26.84,1.1276,3,71.02,8.74,1,49.05,1
SHP-01492,Polio,Road,Delhi-Mumbai,2.82,5.24,1.51,54.53,0.0326,1,45.3,5.98,1,33.17,0
SHP-01493,COVID-19-mRNA,Road,Lucknow-Ahmedabad,1.32,4.42,-0.08,46.44,1.2411,2,32.43,2.55,1,33.48,1
SHP-01494,COVID-19-mRNA,Air,Chennai-Kolkata,4.67,5.46,3.72,70.01,0.2685,2,21.85,9.62,0,0.0,0
SHP-01495,Hepatitis-B,Sea,Chennai-Kolkata,4.8,5.08,4.6,61.14,0.0844,1,22.1,12.81,0,0.0,0
SHP-01496,Hepatitis-B,Air,Chennai-Kolkata,-0.15,1.52,-0.43,57.34,0.575,2,15.96,6.59,1,47.09,0
SHP-01497,Hepatitis-B,Road,Bengaluru-Pune,5.9,7.32,4.62,50.68,0.797,2,53.96,2.54,0,0.0,0
SHP-01498,Polio,Air,Chennai-Kolkata,1.22,2.39,-0.77,58.97,0.0243,2,49.18,4.38,1,56.75,0
SHP-01499,Polio,Air,Lucknow-Ahmedabad,7.9,8.63,7.05,45.72,2.179,5,25.29,0.52,1,118.99,0
SHP-01500,Rotavirus,Rail,Jaipur-Hyderabad,3.88,4.33,3.62,54.0,0.5971,2,64.88,0.86,0,0.0,0
SHP-01501,Hepatitis-B,Air,Lucknow-Ahmedabad,0.88,2.48,0.79,49.22,0.1939,4,42.45,7.64,1,42.41,0
SHP-01502,Polio,Air,Chennai-Kolkata,1.15,1.41,1.04,77.66,0.082,2,10.56,0.15,1,42.12,0
SHP-01503,COVID-19-mRNA,Road,Jaipur-Hyderabad,4.87,6.97,4.21,69.7,0.2492,1,10.06,0.25,0,0.0,0
SHP-01504,Polio,Air,Delhi-Mumbai,3.02,3.66,1.63,65.63,0.1246,1,15.45,3.55,1,54.79,0
SHP-01505,Polio,Air,Delhi-Mumbai,3.76,3.95,2.81,40.1,0.3408,2,19.94,0.93,0,0.0,0
SHP-01506,Polio,Rail,Lucknow-Ahmedabad,8.03,8.35,7.71,63.64,0.7614,5,64.57,1.74,1,31.79,0
SHP-01507,Hepatitis-B,Rail,Jaipur-Hyderabad,2.25,2.84,1.85,56.88,0.5396,3,57.38,2.54,1,11.4,0
SHP-01508,Hepatitis-B,Sea,Lucknow-Ahmedabad,4.15,7.14,3.09,67.23,0.2863,3,19.31,3.69,0,0.0,0
SHP-01509,Hepatitis-B,Rail,Jaipur-Hyderabad,7.55,8.77,7.09,58.22,0.0633,4,22.4,1.67,1,80.29,0
SHP-01510,Influenza,Road,Jaipur-Hyderabad,4.68,4.99,3.11,54.93,1.5751,3,48.03,3.3,0,0.0,0
SHP-01511,Influenza,Air,Lucknow-Ahmedabad,-0.02,0.16,-0.13,57.34,0.1576,0,63.52,2.32,1,92.93,0
SHP-01512,Influenza,Rail,Jaipur-Hyderabad,5.26,6.78,4.03,36.94,0.1628,2,26.9,0.42,0,0.0,0
SHP-01513,Rotavirus,Rail,Chennai-Kolkata,1.09,2.75,0.98,47.33,0.5185,3,40.68,10.09,1,22.72,0
SHP-01514,COVID-19-mRNA,Rail,Jaipur-Hyderabad,7.52,7.57,7.45,58.73,0.7359,1,64.76,1.65,0,0.0,0
SHP-01515,COVID-19-mRNA,Road,Jaipur-Hyderabad,1.94,2.38,0.72,66.39,2.0724,2,56.86,4.7,1,96.65,0
SHP-01516,COVID-19-mRNA,Air,Lucknow-Ahmedabad,11.42,11.92,9.23,49.5,1.7395,3,64.84,4.22,1,57.93,1
SHP-01517,Hepatitis-B,Rail,Delhi-Mumbai,7.67,11.08,6.11,54.59,1.2253,4,24.35,1.11,1,114.18,1
SHP-01518,Rotavirus,Road,Bengaluru-Pune,2.01,4.39,1.13,38.99,0.2857,4,51.6,0.15,1,113.78,0
SHP-01519,COVID-19-mRNA,Sea,Jaipur-Hyderabad,4.05,4.96,3.46,69.59,0.0912,3,13.52,9.72,0,0.0,0
SHP-01520,Rotavirus,Air,Bengaluru-Pune,5.88,6.73,5.38,66.14,0.4391,1,46.67,3.44,0,0.0,0
SHP-01521,COVID-19-mRNA,Air,Jaipur-Hyderabad,5.96,7.76,5.66,61.52,0.0087,3,26.07,2.68,0,0.0,0
SHP-01522,Rotavirus,Air,Lucknow-Ahmedabad,5.11,6.23,4.19,59.07,0.1092,0,52.3,7.2,0,0.0,0
SHP-01523,Polio,Rail,Lucknow-Ahmedabad,7.13,7.13,6.75,70.53,0.0013,3,15.36,0.17,0,0.0,0
SHP-01524,COVID-19-mRNA,Air,Jaipur-Hyderabad,3.69,4.01,3.25,46.95,0.0996,2,49.93,7.25,0,0.0,0
SHP-01525,Polio,Air,Lucknow-Ahmedabad,3.08,4.97,1.12,45.87,0.3219,4,52.76,2.63,1,13.7,0
SHP-01526,COVID-19-mRNA,Sea,Lucknow-Ahmedabad,3.13,3.2,3.09,65.62,0.2499,4,62.57,4.01,0,0.0,0
SHP-01527,COVID-19-mRNA,Air,Jaipur-Hyderabad,6.15,10.09,5.73,64.94,0.2305,3,51.35,6.98,1,19.5,1
SHP-01528,Polio,Rail,Delhi-Mumbai,4.91,5.16,4.83,43.07,0.8888,1,40.51,3.96,0,0.0,0
SHP-01529,Influenza,Road,Jaipur-Hyderabad,4.73,4.82,4.37,49.69,0.562,5,57.75,0.32,0,0.0,0
SHP-01530,Hepatitis-B,Rail,Delhi-Mumbai,5.99,6.35,4.65,71.89,1.3778,2,24.77,6.52,0,0.0,0
SHP-01531,Polio,Road,Lucknow-Ahmedabad,-1.13,1.22,-1.9,59.12,0.2947,2,50.71,7.72,1,89.08,1
SHP-01532,Hepatitis-B,Sea,Delhi-Mumbai,4.78,5.11,3.74,62.87,0.1589,2,53.82,3.1,0,0.0,0
SHP-01533,Influenza,Sea,Lucknow-Ahmedabad,4.55,6.11,4.55,43.41,0.0654,2,31.91,2.89,0,0.0,0
SHP-01534,COVID-19-mRNA,Air,Delhi-Mumbai,8.17,9.39,7.83,61.57,0.5574,1,71.27,1.45,1,16.26,0
SHP-01535,Polio,Air,Delhi-Mumbai,0.18,1.26,-0.37,40.8,0.9218,3,29.5,5.17,1,113.57,0
SHP-01536,COVID-19-mRNA,Road,Jaipur-Hyderabad,7.89,10.91,7.87,35.2,0.1015,1,11.58,10.68,1,23.01,1
SHP-01537,COVID-19-mRNA,Road,Delhi-Mumbai,4.19,4.27,1.89,62.27,1.055,7,26.03,5.34,1,29.61,0
SHP-01538,Hepatitis-B,Rail,Lucknow-Ahmedabad,5.22,6.45,4.38,69.34,0.3736,5,12.56,7.38,0,0.0,0
SHP-01539,COVID-19-mRNA,Road,Jaipur-Hyderabad,8.19,8.47,6.38,52.46,0.0778,1,28.39,9.08,1,44.89,0
SHP-01540,Hepatitis-B,Road,Delhi-Mumbai,5.4,6.81,4.34,49.53,0.5148,1,14.44,1.28,0,0.0,0
SHP-01541,Influenza,Air,Jaipur-Hyderabad,5.0,5.93,4.06,72.11,0.367,4,35.01,2.57,0,0.0,0
SHP-01542,COVID-19-mRNA,Rail,Bengaluru-Pune,4.61,8.72,4.16,53.05,0.0143,2,57.35,2.86,1,83.26,0
SHP-01543,Hepatitis-B,Sea,Jaipur-Hyderabad,2.79,3.86,1.32,54.34,0.2548,2,10.45,4.09,1,116.21,0
SHP-01544,COVID-19-mRNA,Road,Bengaluru-Pune,3.93,4.31,3.93,71.94,0.7681,3,43.17,0.25,0,0.0,0
SHP-01545,Rotavirus,Road,Bengaluru-Pune,2.21,4.53,0.98,51.46,0.4053,1,8.89,4.44,1,29.8,0
SHP-01546,Polio,Air,Jaipur-Hyderabad,3.89,6.12,3.68,48.46,0.1657,9,64.38,0.46,0,0.0,0
SHP-01547,Influenza,Road,Lucknow-Ahmedabad,-1.84,1.09,-2.87,63.16,1.32,4,66.81,8.21,1,92.63,1
SHP-01548,Hepatitis-B,Road,Lucknow-Ahmedabad,5.07,5.08,4.4,47.88,0.1358,2,38.5,16.49,0,0.0,0
SHP-01549,COVID-19-mRNA,Air,Lucknow-Ahmedabad,3.7,5.92,3.39,53.55,0.1457,4,56.77,1.71,0,0.0,0
SHP-01550,Hepatitis-B,Road,Chennai-Kolkata,3.16,7.5,2.23,41.81,0.219,4,45.13,3.53,0,0.0,0
SHP-01551,Rotavirus,Road,Bengaluru-Pune,4.55,5.61,3.77,56.85,1.1247,7,28.48,8.66,0,0.0,0
SHP-01552,Hepatitis-B,Road,Jaipur-Hyderabad,0.42,0.97,0.34,55.68,0.3543,1,22.18,1.89,1,64.47,0
SHP-01553,Influenza,Road,Lucknow-Ahmedabad,8.82,10.34,8.61,64.68,0.5731,2,56.07,0.86,1,31.22,1
SHP-01554,Rotavirus,Air,Lucknow-Ahmedabad,3.74,7.07,2.32,63.57,1.8704,7,34.38,6.72,0,0.0,0
SHP-01555,COVID-19-mRNA,Rail,Jaipur-Hyderabad,3.64,4.73,3.24,60.52,0.7646,3,66.74,5.99,0,0.0,0
SHP-01556,COVID-19-mRNA,Road,Bengaluru-Pune,1.59,2.86,1.2,58.94,0.0947,3,70.4,4.22,1,66.63,0
SHP-01557,Hepatitis-B,Road,Jaipur-Hyderabad,4.06,4.36,3.34,54.27,0.7764,6,19.89,14.45,0,0.0,0
SHP-01558,Polio,Air,Chennai-Kolkata,7.47,7.93,6.69,61.1,0.6898,0,43.03,15.52,0,0.0,0
SHP-01559,Influenza,Rail,Chennai-Kolkata,6.59,7.41,6.05,43.88,0.1324,7,41.44,9.89,0,0.0,0
SHP-01560,Rotavirus,Sea,Jaipur-Hyderabad,6.14,7.49,5.52,31.51,0.1968,4,63.29,1.73,0,0.0,0
SHP-01561,Polio,Air,Bengaluru-Pune,5.37,6.29,4.53,66.62,0.6192,3,51.61,1.28,0,0.0,0
SHP-01562,COVID-19-mRNA,Road,Lucknow-Ahmedabad,3.1,5.58,1.78,61.74,0.1362,2,46.09,9.03,1,97.23,0
SHP-01563,Influenza,Air,Chennai-Kolkata,0.37,1.93,-0.42,53.73,0.1167,1,50.82,5.27,1,55.63,1
SHP-01564,COVID-19-mRNA,Road,Chennai-Kolkata,3.5,4.01,3.14,65.75,0.6078,5,31.7,2.52,0,0.0,0
SHP-01565,Influenza,Air,Bengaluru-Pune,3.41,4.11,3.22,47.69,1.0626,4,69.38,2.64,0,0.0,0
SHP-01566,Polio,Road,Chennai-Kolkata,6.62,8.76,5.61,47.95,0.039,7,9.8,9.6,1,97.13,0
SHP-01567,Hepatitis-B,Road,Chennai-Kolkata,4.77,5.1,3.87,46.56,0.2952,1,7.92,0.89,0,0.0,0
SHP-01568,COVID-19-mRNA,Road,Bengaluru-Pune,8.03,8.2,7.42,60.68,0.4672,3,33.43,14.41,1,26.78,0
SHP-01569,Hepatitis-B,Road,Jaipur-Hyderabad,6.99,7.28,5.29,39.17,0.5639,4,16.2,5.01,0,0.0,0
SHP-01570,Polio,Road,Lucknow-Ahmedabad,2.86,2.95,-0.02,47.33,2.7858,3,41.96,7.84,1,36.6,1
SHP-01571,Hepatitis-B,Road,Lucknow-Ahmedabad,-0.49,1.38,-1.36,57.9,0.5739,5,6.59,2.32,1,26.09,0
SHP-01572,COVID-19-mRNA,Air,Chennai-Kolkata,7.46,7.93,6.09,42.96,0.484,1,36.34,4.42,0,0.0,0
SHP-01573,Influenza,Air,Lucknow-Ahmedabad,7.4,8.22,6.14,48.4,2.2895,3,25.47,6.93,1,36.4,0
SHP-01574,Rotavirus,Rail,Jaipur-Hyderabad,0.58,2.16,-0.13,32.88,0.0313,2,19.36,2.86,1,66.78,0
SHP-01575,COVID-19-mRNA,Air,Chennai-Kolkata,7.77,9.62,7.4,61.06,0.0387,2,35.35,3.35,1,93.18,0
SHP-01576,COVID-19-mRNA,Road,Lucknow-Ahmedabad,4.96,6.96,4.49,48.12,0.4113,4,62.4,4.36,0,0.0,0
SHP-01577,COVID-19-mRNA,Sea,Delhi-Mumbai,4.4,6.7,3.07,44.01,0.2221,8,49.26,0.33,0,0.0,0
SHP-01578,Hepatitis-B,Road,Delhi-Mumbai,8.04,8.58,7.09,42.05,0.0508,2,16.56,9.95,1,18.48,0
SHP-01579,Hepatitis-B,Road,Delhi-Mumbai,7.36,7.79,6.38,50.82,0.183,5,38.93,10.07,0,0.0,0
SHP-01580,Hepatitis-B,Road,Delhi-Mumbai,5.63,7.14,5.12,39.2,0.561,3,67.49,1.65,0,0.0,0
SHP-01581,COVID-19-mRNA,Rail,Delhi-Mumbai,5.18,6.03,4.91,74.42,1.0627,3,34.99,10.59,0,0.0,0
SHP-01582,Polio,Sea,Chennai-Kolkata,5.54,6.97,4.21,31.15,0.0495,3,37.06,6.84,0,0.0,0
SHP-01583,Hepatitis-B,Road,Bengaluru-Pune,3.0,3.57,2.9,50.49,0.3884,2,68.13,3.3,0,0.0,0
SHP-01584,Polio,Air,Bengaluru-Pune,3.86,6.07,1.56,56.07,0.1756,3,14.96,2.14,1,68.37,0
SHP-01585,Rotavirus,Road,Chennai-Kolkata,1.74,3.24,0.9,47.25,0.5503,4,54.51,2.55,1,18.57,0
SHP-01586,COVID-19-mRNA,Road,Chennai-Kolkata,3.17,4.02,2.91,57.12,0.3986,6,25.74,3.82,0,0.0,0
SHP-01587,Hepatitis-B,Road,Jaipur-Hyderabad,3.08,4.5,1.74,47.0,1.3067,0,63.15,2.66,1,82.0,0
SHP-01588,Polio,Air,Bengaluru-Pune,2.41,4.83,0.8,70.3,0.0192,5,9.59,2.73,1,93.78,0
SHP-01589,Polio,Air,Delhi-Mumbai,4.34,6.13,2.55,43.81,0.3175,1,71.37,1.14,0,0.0,0
SHP-01590,Influenza,Rail,Chennai-Kolkata,3.19,5.19,2.66,31.49,0.1071,6,56.73,6.15,0,0.0,0
SHP-01591,Hepatitis-B,Road,Delhi-Mumbai,5.26,5.44,4.7,42.02,0.3848,4,24.77,4.7,0,0.0,0
SHP-01592,Rotavirus,Road,Bengaluru-Pune,-0.06,0.33,-1.3,58.86,0.9606,0,56.22,24.08,1,96.26,1
SHP-01593,COVID-19-mRNA,Road,Lucknow-Ahmedabad,3.72,5.51,3.68,53.82,1.2113,4,66.92,0.76,0,0.0,0
SHP-01594,COVID-19-mRNA,Rail,Lucknow-Ahmedabad,4.33,5.82,2.69,62.52,0.2539,6,13.45,0.6,0,0.0,0
SHP-01595,Influenza,Road,Chennai-Kolkata,3.22,3.79,0.38,60.02,0.8351,2,66.3,3.63,1,70.8,0
SHP-01596,Hepatitis-B,Road,Jaipur-Hyderabad,3.57,4.42,2.5,48.64,0.1646,1,29.77,0.82,0,0.0,0
SHP-01597,COVID-19-mRNA,Air,Delhi-Mumbai,0.04,2.57,-0.58,50.11,0.0032,0,6.43,4.72,1,69.5,1
SHP-01598,COVID-19-mRNA,Road,Chennai-Kolkata,4.89,5.8,4.25,51.15,0.9663,9,13.42,1.09,0,0.0,0
SHP-01599,COVID-19-mRNA,Sea,Jaipur-Hyderabad,5.62,5.81,5.55,73.84,0.0636,9,64.4,3.3,0,0.0,0
SHP-01600,Rotavirus,Road,Delhi-Mumbai,5.23,5.72,5.14,61.91,0.0089,2,70.86,4.72,0,0.0,0
SHP-01601,COVID-19-mRNA,Road,Bengaluru-Pune,6.6,8.0,5.58,73.92,0.2183,2,65.09,3.06,0,0.0,0
SHP-01602,Polio,Road,Lucknow-Ahmedabad,4.5,4.79,3.97,63.41,0.2385,2,35.14,1.93,0,0.0,0
SHP-01603,COVID-19-mRNA,Road,Jaipur-Hyderabad,5.2,5.94,4.27,54.36,0.0402,4,69.45,7.62,0,0.0,0
SHP-01604,Polio,Rail,Delhi-Mumbai,4.39,4.88,3.17,44.81,0.8415,4,32.85,9.64,0,0.0,0
SHP-01605,COVID-19-mRNA,Road,Chennai-Kolkata,5.72,7.68,5.13,57.02,0.2601,5,13.5,1.63,0,0.0,0
SHP-01606,Hepatitis-B,Air,Delhi-Mumbai,0.06,2.32,-0.02,54.39,0.3366,3,28.5,8.39,1,65.93,0
SHP-01607,COVID-19-mRNA,Air,Chennai-Kolkata,1.77,3.45,1.19,54.06,0.1537,2,71.9,2.48,1,32.53,0
SHP-01608,Influenza,Road,Lucknow-Ahmedabad,7.97,8.96,7.64,52.91,0.3582,3,47.31,3.34,1,105.71,0
SHP-01609,COVID-19-mRNA,Sea,Lucknow-Ahmedabad,-2.15,-1.3,-2.85,34.48,0.7278,1,28.44,1.32,1,98.03,0
SHP-01610,Hepatitis-B,Road,Delhi-Mumbai,3.65,5.04,3.15,67.61,1.1832,1,47.2,4.91,0,0.0,0
SHP-01611,Rotavirus,Rail,Delhi-Mumbai,6.93,10.05,5.6,54.5,1.7622,2,34.32,0.53,1,102.61,1
SHP-01612,Hepatitis-B,Rail,Chennai-Kolkata,3.77,4.96,3.2,40.86,0.2782,1,9.27,4.48,0,0.0,0
SHP-01613,Hepatitis-B,Air,Chennai-Kolkata,2.99,4.56,2.72,59.82,2.3043,1,19.27,22.89,0,0.0,0
SHP-01614,Polio,Air,Jaipur-Hyderabad,4.32,4.41,3.99,46.44,0.1747,5,7.27,7.0,0,0.0,0
SHP-01615,Polio,Air,Jaipur-Hyderabad,3.12,4.86,2.49,60.62,0.0035,5,22.82,11.27,0,0.0,0
SHP-01616,Hepatitis-B,Road,Jaipur-Hyderabad,4.08,5.01,3.62,63.82,0.7297,2,54.81,3.12,0,0.0,0
SHP-01617,Rotavirus,Air,Delhi-Mumbai,2.29,3.35,2.26,65.2,0.0983,4,18.76,0.77,0,0.0,0
SHP-01618,Hepatitis-B,Road,Jaipur-Hyderabad,6.77,7.85,4.38,53.39,0.0269,3,40.85,1.7,0,0.0,0
SHP-01619,Hepatitis-B,Road,Delhi-Mumbai,7.56,9.01,6.27,50.86,1.2886,5,52.31,0.25,1,68.69,0
SHP-01620,Influenza,Road,Lucknow-Ahmedabad,3.67,3.83,3.08,48.74,0.7847,1,42.21,3.48,0,0.0,0
SHP-01621,Polio,Air,Bengaluru-Pune,0.53,1.53,-0.43,47.77,0.0542,1,7.01,5.24,1,24.31,0
SHP-01622,COVID-19-mRNA,Road,Lucknow-Ahmedabad,2.69,5.0,2.55,54.83,0.7501,4,29.98,2.76,0,0.0,0
SHP-01623,Hepatitis-B,Road,Delhi-Mumbai,3.54,3.81,2.78,52.91,0.9289,2,35.15,4.14,0,0.0,0
SHP-01624,Rotavirus,Road,Delhi-Mumbai,5.26,5.42,5.09,46.75,1.1785,5,28.62,1.93,0,0.0,0
SHP-01625,COVID-19-mRNA,Rail,Bengaluru-Pune,1.48,3.38,0.11,43.56,0.3923,4,42.05,0.45,1,79.08,0
SHP-01626,Hepatitis-B,Air,Chennai-Kolkata,2.08,3.48,1.07,53.91,0.6077,2,39.87,2.83,1,113.5,0
SHP-01627,COVID-19-mRNA,Rail,Chennai-Kolkata,5.28,7.11,3.93,50.66,0.7182,5,18.37,3.97,0,0.0,0
SHP-01628,Hepatitis-B,Road,Chennai-Kolkata,6.35,7.43,5.18,43.59,0.5834,3,55.63,20.27,0,0.0,0
SHP-01629,COVID-19-mRNA,Road,Jaipur-Hyderabad,2.45,2.94,1.24,63.31,0.5204,1,16.64,2.13,1,78.15,0
SHP-01630,Polio,Road,Chennai-Kolkata,0.67,2.51,0.04,72.72,0.3965,2,36.29,5.66,1,91.12,0
SHP-01631,Influenza,Road,Jaipur-Hyderabad,12.21,12.44,12.17,64.63,0.3262,2,55.92,8.65,1,61.13,1
SHP-01632,Polio,Air,Jaipur-Hyderabad,5.96,6.85,5.35,47.8,2.7766,0,52.02,2.04,0,0.0,0
SHP-01633,Hepatitis-B,Road,Chennai-Kolkata,3.33,5.52,1.44,54.5,0.2059,2,34.52,13.29,1,22.0,0
SHP-01634,Influenza,Road,Chennai-Kolkata,6.17,7.2,5.16,70.4,0.0462,1,58.07,2.07,0,0.0,0
SHP-01635,Rotavirus,Road,Bengaluru-Pune,3.69,5.55,2.98,43.26,0.7242,0,53.11,17.5,0,0.0,0
